path,dataset_source,class_label,width,height,aspect_ratio,format,file_size_bytes,md5_hash,sha256,quality_score,phash,quality_flag,blur_score,resolution_ok,aspect_ratio_ok,cluster_id,split,export_path
data_sources/ai_edited/CASIA/Tp_D_CNN_M_B_nat10139_nat00059_11949.jpg,data_sources/ai_edited/CASIA,ai_edited,640,480,1.3333,JPEG,111051,19135318d78eb1f2013a55ea12028e18,8c495e24dc1e529db209ae39f72c0e84893311e172caef1ecb0987e50b6dfc46,1.0,95bd3f3535b42424,ok,2281.5490383452943,True,True,cluster_00599,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CNN_M_B_nat10139_nat00059_11949.jpg
data_sources/ai_edited/CASIA/Tp_D_CNN_M_N_ind00091_ind00091_10647.jpg,data_sources/ai_edited/CASIA,ai_edited,384,256,1.5,JPEG,65908,3b0fb6feaf5c908c433c7c170dfe43d8,a2f98bb2c45e200a0c2e5392a37898d5aa222152c72897a56a9bfbc10a8be4c9,1.0,b34e45b3c150d3d3,ok,2430.309740819865,True,True,cluster_03869,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CNN_M_N_ind00091_ind00091_10647.jpg
data_sources/ai_edited/CASIA/Tp_D_CNN_M_N_ind00091_ind00091_10648.jpg,data_sources/ai_edited/CASIA,ai_edited,384,256,1.5,JPEG,62539,4d6a18f52ca7fcf10f648f3850180f20,ccfde39f7a85b8e6b93e97a8134fd1c64c207e5078ffdb2dda99a248b87c1df5,1.0,82ce99e69166b16c,ok,3199.442331641809,True,True,cluster_03952,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CNN_M_N_ind00091_ind00091_10648.jpg
data_sources/ai_edited/CASIA/Tp_D_CNN_M_N_pla00042_pla00042_10976.jpg,data_sources/ai_edited/CASIA,ai_edited,256,384,0.6667,JPEG,77104,ed7a67aa384f3cbedfd019b1138de4e2,078deb225b7bc3e3bf1547f95ad21d09c052dcce0b89f4a52abd2f37d46a2120,1.0,d944d3467146d36e,ok,6442.502476234816,True,True,cluster_03630,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CNN_M_N_pla00042_pla00042_10976.jpg
data_sources/ai_edited/CASIA/Tp_D_CNN_M_N_txt00049_txt00050_10374.tif,data_sources/ai_edited/CASIA,ai_edited,384,256,1.5,TIFF,315216,cbdd251833db425e48defb5ba268df9b,7fc6b338a0d968f17f0ecc16676f2d4005009c805190677e87749825d18b84ea,1.0,999677c402538fda,ok,11155.00895028965,True,True,cluster_03051,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CNN_M_N_txt00049_txt00050_10374.tif
data_sources/ai_edited/CASIA/Tp_D_CNN_S_B_ind00018_ind00089_00007.tif,data_sources/ai_edited/CASIA,ai_edited,384,256,1.5,TIFF,601184,659a8f320c860bc8e886e8ea6efd25a1,15c02de90d4f90e3f0281adc391b316de61bc66605342d0db9abbed627ae3939,1.0,d0d406e6311f1ef9,ok,2582.0773613576052,True,True,cluster_02713,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CNN_S_B_ind00018_ind00089_00007.tif
data_sources/ai_edited/CASIA/Tp_D_CNN_S_B_txt00055_txt00047_11328.jpg,data_sources/ai_edited/CASIA,ai_edited,384,256,1.5,JPEG,94199,48819f71a4a8cb086ef1678413d4ecc2,5cc35a380a1a15e24a9f8b4f5548acdd51fc937d6d74d963f279d508518495ae,1.0,9ec0f30710dfce1a,ok,8656.887558941935,True,True,cluster_03541,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CNN_S_B_txt00055_txt00047_11328_1.jpg
data_sources/ai_edited/CASIA/Tp_D_CNN_S_N_cha10122_nat10124_12167.jpg,data_sources/ai_edited/CASIA,ai_edited,518,800,0.6475,JPEG,147708,722b2a7b9fd5d4d879069bc5858f9a72,cc06f7229fde2524e7585787f0a06cf9582cc6ee9d176704d5dfb8bca276879e,1.0,c69b1952c869f2f2,ok,1413.144274246055,True,True,cluster_00362,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CNN_S_N_cha10122_nat10124_12167.jpg
data_sources/ai_edited/CASIA/Tp_D_CNN_S_N_cha10122_nat10139_12166.jpg,data_sources/ai_edited/CASIA,ai_edited,518,800,0.6475,JPEG,146771,57bc5224892937e454383d0cc9cf599a,266d6c9c39bbc2be1e1a382ce6830fbc067ed5d510f3c97db51db0b04ef96fe9,1.0,c69b095ae829f2f2,ok,1418.0860489555014,True,True,cluster_00363,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CNN_S_N_cha10122_nat10139_12166.jpg
data_sources/ai_edited/CASIA/Tp_D_CNN_S_N_nat00035_nat00035_00649.tif,data_sources/ai_edited/CASIA,ai_edited,384,256,1.5,TIFF,632124,bc448cd5a379bddd331b66e62d04004c,a90141cf4ff922e11eac469dd6a9132cbc8aaae79c25595b055654b72f79bb93,1.0,946ea5ac6d8295e6,ok,3152.3966724002316,True,True,cluster_02189,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/Tp_D_CNN_S_N_nat00035_nat00035_00649.tif
