path,dataset_source,class_label,width,height,aspect_ratio,format,file_size_bytes,md5_hash,sha256,quality_score,phash,quality_flag,blur_score,resolution_ok,aspect_ratio_ok,cluster_id,split,export_path
data_sources/ai_edited/DEFACTO/0_000000000322.tif,data_sources/ai_edited/DEFACTO,ai_edited,640,481,1.3306,TIFF,625404,703ffb5d9766d28e50b05ed139335899,0ebee9d44dfcd495f92c49836bccb90a6d380762ee8f3f49672c3811dfa10fd9,1.0,d3339c3ce4c54b0b,ok,515.7338465002593,True,True,cluster_01492,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000000322.tif
data_sources/ai_edited/DEFACTO/0_000000001822.tif,data_sources/ai_edited/DEFACTO,ai_edited,640,480,1.3333,TIFF,657932,3ac1c336f2ddd03cc43b99c97ada6995,6ade97c693dda0f23023cc8198ee9b6868a9efa261becc4f1a99c8b524618463,1.0,a939974666d2e9b0,ok,1331.051187337992,True,True,cluster_04292,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000001822.tif
data_sources/ai_edited/DEFACTO/0_000000003713.tif,data_sources/ai_edited/DEFACTO,ai_edited,640,480,1.3333,TIFF,619960,248dbfff3677305828cb32b5ec40a621,7c541e333d9ab957a8709f5728283f243b5b0cff7db4e205b17a729806b75cd2,1.0,c363616323b798dc,ok,1589.8499621961805,True,True,cluster_05015,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000003713.tif
data_sources/ai_edited/DEFACTO/0_000000005105.tif,data_sources/ai_edited/DEFACTO,ai_edited,640,480,1.3333,TIFF,831412,62da558f3946e489f5730d550310e8e3,39bd0172d298dda4679dd65763d834b6aa19b76a923f63273b5c81da1dd5e623,1.0,aba355f6b87c4103,ok,3944.905597595172,True,True,cluster_01989,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000005105.tif
data_sources/ai_edited/DEFACTO/0_000000006230.tif,data_sources/ai_edited/DEFACTO,ai_edited,640,480,1.3333,TIFF,626580,53fbb138818db2332160f89609680fd7,78cbca979ed9e4720e8c33bae2fe9eebef8178f01dc052cfdb90c7466b4db0e8,1.0,aaa4499b3fb4e059,ok,1152.729684081353,True,True,cluster_04902,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000006230.tif
data_sources/ai_edited/DEFACTO/0_000000008119.tif,data_sources/ai_edited/DEFACTO,ai_edited,640,480,1.3333,TIFF,935264,105df0ddb4664b557886de822f04a6e2,db2fa83d1b58e387c200bb08fe371d7195e5f90419d7917722c6d62e87910198,1.0,87345c5c4d595b27,ok,16878.193076263382,True,True,cluster_01612,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000008119.tif
data_sources/ai_edited/DEFACTO/0_000000008856.tif,data_sources/ai_edited/DEFACTO,ai_edited,640,480,1.3333,TIFF,569568,06cc92d43cc2acb23b331f8313dc0491,42597cf739c4a90b01efd4bf2c5e8b670d27c39042350dc8fd8c951c5f1cbceb,1.0,dada6d3c062192ed,ok,1401.479624646971,True,True,cluster_05916,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000008856.tif
data_sources/ai_edited/DEFACTO/0_000000009760.tif,data_sources/ai_edited/DEFACTO,ai_edited,640,480,1.3333,TIFF,580962,667e06ee4fc9ff6608957fdcb82c5ec2,92f73670b2f4bf1b0db77e8cd0ba1c1cfa2174c085d02b4130795a23fb2f8611,1.0,93e43c93637c90cd,ok,702.0372915918987,True,True,cluster_05714,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000009760.tif
data_sources/ai_edited/DEFACTO/0_000000010346.tif,data_sources/ai_edited/DEFACTO,ai_edited,640,480,1.3333,TIFF,810856,745022b63505d91f544a820653001a62,8c207d5755ebc0855bf4ce01dadb9911011ddc8acc06e6584bc9c94209093806,1.0,88a99fddc29ce0a6,ok,1796.6122355681948,True,True,cluster_02122,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000010346.tif
data_sources/ai_edited/DEFACTO/0_000000011075.tif,data_sources/ai_edited/DEFACTO,ai_edited,640,480,1.3333,TIFF,644164,d0ea2d9e9b3f0852ff458a50fdd5174d,21f7f9892798407a99d74c6051747f41418f4c3b88dc69b7ede4573fabf6fa79,1.0,ad56a6539d2ad423,ok,3708.4413179789226,True,True,cluster_04568,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000011075.tif
data_sources/ai_edited/DEFACTO/0_000000011701.tif,data_sources/ai_edited/DEFACTO,ai_edited,612,612,1.0,TIFF,713480,d3185575424c16286a94a40b7a610e56,86894e0a85cbebcf3b4950e79d934e046c3afd42b1269e93902ed36c945af650,1.0,ff8928d6c42c4e2e,ok,926.9216455618694,True,True,cluster_00456,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000011701.tif
data_sources/ai_edited/DEFACTO/0_000000011774.tif,data_sources/ai_edited/DEFACTO,ai_edited,640,480,1.3333,TIFF,662434,b3da62b53e032d0aee478cd450ce62c3,676e873a91146850bf75e03a96523727b020f08dc2d7a3bc4867c2b276a5c89d,1.0,ce9068fb30cde4b2,ok,2339.3641171311697,True,True,cluster_04199,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000011774.tif
data_sources/ai_edited/DEFACTO/0_000000012044.tif,data_sources/ai_edited/DEFACTO,ai_edited,640,480,1.3333,TIFF,614562,80181730048d2896471a9c31e26ccaf8,4954d806088e0bedb005ff073e319811174caa98fdc89bb085be4b71c5b34d51,1.0,83615c763c90dbea,ok,1489.8328645473482,True,True,cluster_05122,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000012044.tif
data_sources/ai_edited/DEFACTO/0_000000013140.tif,data_sources/ai_edited/DEFACTO,ai_edited,640,480,1.3333,TIFF,580786,d815db3da3ba1d1a4f3dc85983d0da58,dde8d2eb9d45e133302dcab1f1060bc62231d2b88681480d0d99cef81cc4c5be,1.0,af0919f6669124ed,ok,1753.5886645628186,True,True,cluster_05716,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000013140.tif
data_sources/ai_edited/DEFACTO/0_000000013574.tif,data_sources/ai_edited/DEFACTO,ai_edited,640,480,1.3333,TIFF,720424,28ea5af25590cd927e14b24a2d0150ef,bef3f83261e32e24e5f7c754c6906c72d313e75e1ade6161ee01c83c62b13a9d,1.0,b10bf66e8bf01345,ok,896.9842999551985,True,True,cluster_03166,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000013574.tif
data_sources/ai_edited/DEFACTO/0_000000014248.tif,data_sources/ai_edited/DEFACTO,ai_edited,640,480,1.3333,TIFF,756772,6921b30408703e917cc6f05618d01ec4,9d727f0f00364efde487d5c41b70660ae741b9c535bffb5bda7e3f57f21e6ff1,1.0,f5f734563222895a,ok,765.9615292008718,True,True,cluster_02674,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000014248.tif
data_sources/ai_edited/DEFACTO/0_000000015567.tif,data_sources/ai_edited/DEFACTO,ai_edited,640,511,1.2524,TIFF,693816,ff2a660a33a0d094e2c56a8ffa43f2e2,cbc9559ebbe5a0194f2dd79e7f40bc689aae91c83ddac25655adf966d184cd71,1.0,aa989865ade2a58f,ok,1451.2785262453758,True,True,cluster_01082,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000015567.tif
data_sources/ai_edited/DEFACTO/0_000000016283.tif,data_sources/ai_edited/DEFACTO,ai_edited,612,612,1.0,TIFF,699796,eafd6563fda014f699dc6f48872a699e,10290d74aafcd997ecd96182effeffad33efdbf2c5c7e40f44e0af948e61767c,1.0,bfda61a4e81385ac,ok,1094.618613548156,True,True,cluster_00465,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000016283.tif
data_sources/ai_edited/DEFACTO/0_000000016290.tif,data_sources/ai_edited/DEFACTO,ai_edited,640,481,1.3306,TIFF,736378,f2e4e11e02bcfcbd1d33e24037151c2d,6cba79b50f7e673ce8ac50e8ccd30a0095d39ee369e54a892f17d8b8d466be8b,1.0,fa76cf9095c5a884,ok,4016.5028326396564,True,True,cluster_01467,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000016290.tif
data_sources/ai_edited/DEFACTO/0_000000016677.tif,data_sources/ai_edited/DEFACTO,ai_edited,640,480,1.3333,TIFF,898864,f5561dc6d5aac90dc7805a02976c88ff,1e4534e47fa9f8e842dcc7778b0aff3043b55559d081913026389be8d89ff470,1.0,dfc02c902bb9e49b,ok,1684.1094840209855,True,True,cluster_01683,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0_000000016677.tif
