path,dataset_source,class_label,width,height,aspect_ratio,format,file_size_bytes,md5_hash,sha256,quality_score,phash,quality_flag,blur_score,resolution_ok,aspect_ratio_ok,cluster_id,split,export_path
data_sources/ai_generated/StyleGAN/stylegan3_00005.png,data_sources/ai_generated/StyleGAN,ai_generated,1024,1024,1.0,JPEG,116710,363944634e03ff2a6d9724047b846371,64602d005c269d017b14495e59fe7e5a43ba510be8bd6be808f00f7b2e3dcdb6,1.0,c56b24b73e6c81c6,ok,111.68234416352061,True,True,cluster_00912,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_generated/stylegan3_00005.png
data_sources/ai_generated/StyleGAN/stylegan3_00006.png,data_sources/ai_generated/StyleGAN,ai_generated,1024,1024,1.0,JPEG,99093,880f748b4e1bcf605e61620c4da32c13,1d2713bf82d648c06c09e359341b672c9043e65c6f237069e2d7f3a99e0e8e5c,1.0,9e7271636654c69a,ok,153.98437726282916,True,True,cluster_01892,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_generated/stylegan3_00006.png
data_sources/ai_generated/StyleGAN/stylegan3_00030.png,data_sources/ai_generated/StyleGAN,ai_generated,1024,1024,1.0,JPEG,112994,256ef1acbe49acc48714beae999914b1,f1f57d72ecb5e94bf5e6b710d098eb95eb1899e6ef20a3ba3a2d2e7394c50837,1.0,c84225377c758f96,ok,97.28029494970906,True,True,cluster_01109,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_generated/stylegan3_00030.png
data_sources/ai_generated/StyleGAN/stylegan3_00038.png,data_sources/ai_generated/StyleGAN,ai_generated,1024,1024,1.0,JPEG,112320,591dc1157d54ad0317c8b19b83cfc9a2,abb0346788065d21d70ec93f4f4052965332aee37e942a191336725354dffbd9,1.0,cd703042bb364f5e,ok,83.7559241967092,True,True,cluster_01155,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_generated/stylegan3_00038.png
data_sources/ai_generated/StyleGAN/stylegan3_00048.png,data_sources/ai_generated/StyleGAN,ai_generated,1024,1024,1.0,JPEG,120569,94e9525ed1727cf80f2a54780dfe430a,c59a298cef84c2b72fe8837b2d5bd2079503daa2dcc45cc95beff207e287f287,1.0,cbf420226734f6da,ok,90.39484004802944,True,True,cluster_00709,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_generated/stylegan3_00048.png
data_sources/ai_generated/StyleGAN/stylegan3_00054.png,data_sources/ai_generated/StyleGAN,ai_generated,1024,1024,1.0,JPEG,105732,0730fb15fd570329eafb58a9f5e696ec,1f85a2eaa523e1d86482a9fc011fc83cc4eb68ab0ff55f21e5bcc492b70a3d6f,1.0,a5f88354f22c5fa2,ok,99.08479405193066,True,True,cluster_01533,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_generated/stylegan3_00054.png
data_sources/ai_generated/StyleGAN/stylegan3_00063.png,data_sources/ai_generated/StyleGAN,ai_generated,1024,1024,1.0,JPEG,111842,5c14fe70f2cdb871989dae76bd99e9c4,77bec80fc9a8babb7aa34c0615aa4e742f7af451b522f5b36a3ee36f8cf1b76e,1.0,c05b40a76da5d65e,ok,120.97367656451294,True,True,cluster_01176,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_generated/stylegan3_00063.png
data_sources/ai_generated/StyleGAN/stylegan3_00067.png,data_sources/ai_generated/StyleGAN,ai_generated,1024,1024,1.0,JPEG,123346,9d7c4afd392861c7c9a2985f4599850c,19787390d2a4b004c8b2cc94716f03ab51f7be2e173d9ba590b40a28fc3c6a45,1.0,9ea461a7a5f082dd,ok,210.39691377620235,True,True,cluster_00574,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_generated/stylegan3_00067.png
data_sources/ai_generated/StyleGAN/stylegan3_00075.png,data_sources/ai_generated/StyleGAN,ai_generated,1024,1024,1.0,JPEG,107985,c89548cb5443a95274c34cc203fa0f84,bc15492c823c2d241067d3d0a3b7836d7ec5613f266c8d11d35755f75c878fbd,1.0,da8dfd8f75582240,ok,202.35888518793124,True,True,cluster_01389,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_generated/stylegan3_00075.png
data_sources/ai_generated/StyleGAN/stylegan3_00077.png,data_sources/ai_generated/StyleGAN,ai_generated,1024,1024,1.0,JPEG,110239,88cabc6def948bf78658a43de2d13902,0cc78443ca6900a0b759512ece8b770440ed517fce03ad49ade67d93502019a1,1.0,cc07751e3c3cba8a,ok,94.95720763612826,True,True,cluster_01282,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_generated/stylegan3_00077.png
