path,dataset_source,class_label,width,height,aspect_ratio,format,file_size_bytes,md5_hash,sha256,quality_score,phash,quality_flag,blur_score,resolution_ok,aspect_ratio_ok,cluster_id,split,export_path
data_sources/real/OpenImages/0000071d71a0a6f6.jpg,data_sources/real/OpenImages,real,1024,768,1.3333,JPEG,113102,8421feb41633449b51f47ccd10357752,d55e16010ee83750094273d95af40cb839675cd342ed0ee597dc22a9fb390cfa,1.0,8d5232ced374a9a9,ok,119.45784262792829,True,True,cluster_03290,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/real/0000071d71a0a6f6.jpg
data_sources/real/OpenImages/000020780ccee28d.jpg,data_sources/real/OpenImages,real,768,1024,0.75,JPEG,586546,3185994c9084b8aed15ad607ae831d74,2efd93a0a995e0c99c7a75c42b519898b998ab2588b2d0da2598c14fa157106a,1.0,d9983eefc130e603,ok,146.60675190678253,True,True,cluster_01123,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/real/000020780ccee28d.jpg
data_sources/real/OpenImages/00003223e04e2e66.jpg,data_sources/real/OpenImages,real,768,1024,0.75,JPEG,378944,e9e033fda3a0437545be1b6336907062,8478004efda50f49105fd7c1a0b4e82702864256e6ed427b7899fa7e76b8c98d,1.0,8e49c6a6f16234bb,ok,3775.7044314454142,True,True,cluster_01655,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/real/00003223e04e2e66.jpg
data_sources/real/OpenImages/000046611bd6b353.jpg,data_sources/real/OpenImages,real,1024,768,1.3333,JPEG,444901,a43a78836db511fed279df02da26aab8,c7f341be7c8ad7c31da3c1668ad5b491f0e2a9b17ac74d529cb7b6257602da29,1.0,faa86d90add18ed0,ok,2261.2210628713156,True,True,cluster_01408,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/real/000046611bd6b353.jpg
data_sources/real/OpenImages/00004b3f43deb627.jpg,data_sources/real/OpenImages,real,1024,768,1.3333,JPEG,375876,023dad4c0d4fb275d59bc449dfe842b3,29aeaa838f7a0527853e3a1f38b51e059c5eeff76f11fa1140193a26b2cb5bfb,1.0,cbda32b6924a2d6c,ok,5248.957516222298,True,True,cluster_01676,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/real/00004b3f43deb627.jpg
data_sources/real/OpenImages/00004c0084725c43.jpg,data_sources/real/OpenImages,real,1024,768,1.3333,JPEG,920231,3b19d2aa8a09990216374226e1016484,97ca83dd4bf2d3d66e2134793f559c6fc37fbe187b468e50807af486e7f06c28,1.0,d0f01b26339966dd,ok,245.15518931609242,True,True,cluster_00934,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/real/00004c0084725c43.jpg
data_sources/real/OpenImages/000085351f54575c.jpg,data_sources/real/OpenImages,real,1024,768,1.3333,JPEG,193255,04bd99db735be37b9f1cca3fa6161b88,1e24bf57c4e96d8c804ce3ad1b57fce0f2ae71892c37b946160dc391116eed24,1.0,add5e082093ce6eb,ok,92.03640319534883,True,True,cluster_02674,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/real/000085351f54575c.jpg
data_sources/real/OpenImages/000096726fd6c6c8.jpg,data_sources/real/OpenImages,real,1024,768,1.3333,JPEG,291391,561e4f64621a0d967046d1e2da289b09,85c6cfae4e34ebff6cd32b6bb5dc63be592283ff5982e22df4c335f44b8b2f55,1.0,cf1025f3575ea1a2,ok,1821.0521933692444,True,True,cluster_02055,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/real/000096726fd6c6c8.jpg
data_sources/real/OpenImages/00009b8637868fff.jpg,data_sources/real/OpenImages,real,1024,768,1.3333,JPEG,131047,85cf954a1b1fd7010465eecbfa6ba2ec,19dcaef61af0a2d836a10bcd861463863f8a3b3c32a0d0ea4a7c1d44cf3c5c0e,1.0,867d97c23dc23788,ok,507.78061063407705,True,True,cluster_03162,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/real/00009b8637868fff.jpg
data_sources/real/OpenImages/0000aa810854dc2e.jpg,data_sources/real/OpenImages,real,1024,768,1.3333,JPEG,462923,072e2fdc48e6cd1a428b6e66a55d95c3,fa313dbe0d4b80da1b56a721d4464d959fd0187979c82e6da9ad0b6b72453d67,1.0,f985b0ea0a3aada9,ok,1616.4298552107696,True,True,cluster_01340,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/real/0000aa810854dc2e.jpg
