path,dataset_source,class_label,width,height,aspect_ratio,format,file_size_bytes,md5_hash,sha256,quality_score,phash,quality_flag,blur_score,resolution_ok,aspect_ratio_ok,cluster_id,split,export_path
data_sources/ai_edited/OpenForensics/00195a25da.jpg,data_sources/ai_edited/OpenForensics,ai_edited,683,1024,0.667,JPEG,527611,ddd4d6c2a15e910e0eeaef76b9b4da26,f55c3ab1bd9fd3aef674707df28dc94312ef4abf719c24ff834487f65e8a59e8,1.0,999d71e2dac8d8c1,ok,345.93395734205336,True,True,cluster_03088,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/00195a25da.jpg
data_sources/ai_edited/OpenForensics/0055bcc68e.jpg,data_sources/ai_edited/OpenForensics,ai_edited,1024,768,1.3333,JPEG,426008,f30d924ffeaf2f0c739eb1f07affff06,e7ca290e2c8815590c794f64a6f9116a8e2fc2dcb94f8d2b4ad5bd590410d30f,1.0,943cab8393776343,ok,654.1136346310312,True,True,cluster_01568,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0055bcc68e.jpg
data_sources/ai_edited/OpenForensics/005b1f8dd7.jpg,data_sources/ai_edited/OpenForensics,ai_edited,1024,768,1.3333,JPEG,419004,e6196a2de48c3485e03b6092cf0cba26,bfde8d26868c30b8d2f3bb029c97e319b4ebd73cefdcff06d82f86dd344badc0,1.0,d6036d3c03f9950f,ok,298.5238951815457,True,True,cluster_01618,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/005b1f8dd7.jpg
data_sources/ai_edited/OpenForensics/009dfca2b5.jpg,data_sources/ai_edited/OpenForensics,ai_edited,1024,683,1.4993,JPEG,374994,270c9de64c41fffc873bb6471be3f25d,b5c8d44000ede50b48fe4cf7862d786d8adae3f16a71c7b3a6271de4eb3295c2,1.0,8a69559662d199ee,ok,97.07262484728003,True,True,cluster_03812,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/009dfca2b5.jpg
data_sources/ai_edited/OpenForensics/00d6e332a7.jpg,data_sources/ai_edited/OpenForensics,ai_edited,1024,682,1.5015,JPEG,355473,ee7bb4209627ea849d9ebed165249f67,bf1593c0beaf755cee3b83d0789d3377a0cb29280427e5cea161db389ec0fdd0,1.0,d3e5e4ec90830d4f,ok,287.98468852479675,True,True,cluster_04343,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/00d6e332a7.jpg
data_sources/ai_edited/OpenForensics/00db3995df.jpg,data_sources/ai_edited/OpenForensics,ai_edited,1024,686,1.4927,JPEG,234406,3cf8d46e4adb1d9ae68e65e59dfcbce5,08b26f445a0fcaa7f1ef72043c2dbae5c115b9194d094594998798e0cdaba863,1.0,d325127e1f1e0c67,ok,345.82461012586464,True,True,cluster_02735,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/00db3995df.jpg
data_sources/ai_edited/OpenForensics/011275e94e.jpg,data_sources/ai_edited/OpenForensics,ai_edited,1024,682,1.5015,JPEG,512450,3eb7298f48b507fd0663182ec9523e76,abfd38929e157d0a07f3c90dae36e3e1c138724f8bbc8eb7ecc53d815a207656,1.0,854d785678b2a59d,ok,295.53810996970356,True,True,cluster_04237,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/011275e94e.jpg
data_sources/ai_edited/OpenForensics/011b529d79.jpg,data_sources/ai_edited/OpenForensics,ai_edited,1024,768,1.3333,JPEG,362117,52deaae96593fe55c31237a6c60ba95c,86f92da9c43bd1ec0ec659f71b56cdd2f4d01f75a2e9e40716cf8b4fe517da73,1.0,d32679e0266ed11b,ok,150.2123705500643,True,True,cluster_01923,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/011b529d79.jpg
data_sources/ai_edited/OpenForensics/0125876a88.jpg,data_sources/ai_edited/OpenForensics,ai_edited,1024,768,1.3333,JPEG,435804,e0413e89edb3a7278555d9d78939cc41,07bdf88cf5d1dd0cd96175e9e0de52c59aa167323eaa098a82d244e1fc83e318,1.0,b7e83c6566b2d184,ok,173.96185068514345,True,True,cluster_01515,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/0125876a88.jpg
data_sources/ai_edited/OpenForensics/012fb3c277.jpg,data_sources/ai_edited/OpenForensics,ai_edited,1024,683,1.4993,JPEG,315247,127dceb9b80dafe7123ae584a9d41993,3644ee9fcea005be10994aab3f931b5a609e3e333cd1536e029fb2d460bf26a8,1.0,99f4255da25a57a8,ok,146.54897872314177,True,True,cluster_04036,test,/home/dheirav/Code/Deepfake_Detection/deepfake-project/dataset_builder/test/ai_edited/012fb3c277.jpg
